chr2L	11000000	11102000	0.0893	1
chr2L	11000000	11104000	0.0839	1
chr2L	11000000	11112000	0.0909	1
chr2L	11000000	11122000	0.0652	1
chr2L	11000000	11690000	0.0126	1
chr2L	11002000	11100000	0.0900	1
chr2L	11002000	11102000	0.0881	1
chr2L	11004000	11010000	1.0000	1
chr2L	11004000	11076000	0.1305	1
chr2L	11004000	11090000	0.0968	1
chr2L	11004000	11092000	0.1093	1
chr2L	11004000	11094000	0.1226	1
chr2L	11004000	11096000	0.1069	1
chr2L	11004000	11098000	0.1265	1
chr2L	11004000	11100000	0.1358	1
chr2L	11004000	11102000	0.1131	1
chr2L	11004000	11104000	0.0902	1
chr2L	11004000	11108000	0.0867	1
chr2L	11004000	11112000	0.0859	1
chr2L	11004000	11116000	0.0727	1
chr2L	11004000	11118000	0.0706	1
chr2L	11004000	11120000	0.0761	1
chr2L	11004000	11130000	0.0602	1
chr2L	11004000	11262000	0.0220	1
chr2L	11004000	11512000	0.0126	1
chr2L	11004000	11516000	0.0150	1
chr2L	11004000	11660000	0.0130	1
chr2L	11004000	11720000	0.0133	1
chr2L	11004000	11778000	0.0118	1
chr2L	11004000	11800000	0.0116	1
chr2L	11004000	11844000	0.0146	1
chr2L	11006000	11092000	0.1247	1
chr2L	11006000	11094000	0.1410	1
chr2L	11006000	11096000	0.1232	1
chr2L	11006000	11098000	0.1319	1
chr2L	11006000	11100000	0.0980	1
chr2L	11006000	11102000	0.1187	1
chr2L	11006000	11104000	0.1097	1
chr2L	11006000	11112000	0.0861	1
chr2L	11006000	11116000	0.0712	1
chr2L	11006000	11120000	0.0645	1
chr2L	11006000	11124000	0.0663	1
chr2L	11006000	11268000	0.0253	1
chr2L	11006000	11420000	0.0153	1
chr2L	11008000	11092000	0.1355	1
chr2L	11008000	11094000	0.1406	1
chr2L	11008000	11096000	0.1308	1
chr2L	11008000	11098000	0.1224	1
chr2L	11008000	11100000	0.1150	1
chr2L	11008000	11102000	0.1139	1
chr2L	11008000	11104000	0.1168	1
chr2L	11008000	11112000	0.0774	1
chr2L	11008000	11114000	0.0734	1
chr2L	11008000	11116000	0.0935	1
chr2L	11008000	11118000	0.0709	1
chr2L	11008000	11268000	0.0252	1
chr2L	11008000	11278000	0.0253	1
chr2L	11008000	11612000	0.0125	1
chr2L	11010000	11066000	0.1325	1
chr2L	11010000	11086000	0.1105	1
chr2L	11010000	11088000	0.1356	1
chr2L	11010000	11090000	0.1341	1
chr2L	11010000	11092000	0.1482	1
chr2L	11010000	11094000	0.1312	1
chr2L	11010000	11096000	0.1256	1
chr2L	11010000	11098000	0.1305	1
chr2L	11010000	11100000	0.0895	1
chr2L	11010000	11102000	0.1071	1
chr2L	11010000	11104000	0.0881	1
chr2L	11010000	11270000	0.0233	1
chr2L	11010000	11278000	0.0245	1
chr2L	11010000	11806000	0.0107	1
chr2L	11012000	11022000	0.5332	1
chr2L	11012000	11026000	0.5006	1
chr2L	11012000	11028000	0.4020	1
chr2L	11012000	11030000	0.3382	1
chr2L	11012000	11032000	0.3446	1
chr2L	11012000	11034000	0.3705	1
chr2L	11012000	11036000	0.3440	1
chr2L	11012000	11038000	0.2801	1
chr2L	11012000	11040000	0.2523	1
chr2L	11012000	11042000	0.2629	1
chr2L	11012000	11046000	0.2287	1
chr2L	11012000	11048000	0.1854	1
chr2L	11012000	11050000	0.2230	1
chr2L	11012000	11052000	0.2250	1
chr2L	11012000	11054000	0.2142	1
chr2L	11012000	11056000	0.1804	1
chr2L	11012000	11058000	0.1625	1
chr2L	11012000	11060000	0.1626	1
chr2L	11012000	11062000	0.1739	1
chr2L	11012000	11064000	0.1682	1
chr2L	11012000	11066000	0.1685	1
chr2L	11012000	11068000	0.1873	1
chr2L	11012000	11070000	0.1854	1
chr2L	11012000	11072000	0.1703	1
chr2L	11012000	11074000	0.1956	1
chr2L	11012000	11076000	0.1845	1
chr2L	11012000	11078000	0.1761	1
chr2L	11012000	11080000	0.2071	1
chr2L	11012000	11082000	0.2019	1
chr2L	11012000	11084000	0.1686	1
chr2L	11012000	11086000	0.1925	1
chr2L	11012000	11088000	0.1759	1
chr2L	11012000	11090000	0.1239	1
chr2L	11012000	11092000	0.1183	1
chr2L	11012000	11094000	0.1211	1
chr2L	11012000	11096000	0.1134	1
chr2L	11012000	11098000	0.0957	1
chr2L	11012000	11100000	0.0908	1
chr2L	11012000	11260000	0.0204	1
chr2L	11012000	11268000	0.0231	1
chr2L	11012000	11682000	0.0128	1
chr2L	11012000	11784000	0.0146	1
chr2L	11012000	11808000	0.0117	1
chr2L	11012000	11832000	0.0119	1
chr2L	11012000	11960000	0.0162	1
chr2L	11014000	11022000	0.6348	1
chr2L	11014000	11024000	0.4927	1
chr2L	11014000	11026000	0.6064	1
chr2L	11014000	11028000	0.5459	1
chr2L	11014000	11030000	0.4597	1
chr2L	11014000	11032000	0.4393	1
chr2L	11014000	11034000	0.4349	1
chr2L	11014000	11036000	0.3833	1
chr2L	11014000	11038000	0.2750	1
chr2L	11014000	11042000	0.2140	1
chr2L	11014000	11046000	0.2072	1
chr2L	11014000	11048000	0.2651	1
chr2L	11014000	11050000	0.2049	1
chr2L	11014000	11052000	0.2051	1
chr2L	11014000	11054000	0.2116	1
chr2L	11014000	11056000	0.2070	1
chr2L	11014000	11058000	0.2061	1
chr2L	11014000	11060000	0.1869	1
chr2L	11014000	11062000	0.1759	1
chr2L	11014000	11064000	0.1853	1
chr2L	11014000	11066000	0.1865	1
chr2L	11014000	11068000	0.1902	1
chr2L	11014000	11070000	0.2064	1
chr2L	11014000	11072000	0.2170	1
chr2L	11014000	11074000	0.2329	1
chr2L	11014000	11076000	0.1568	1
chr2L	11014000	11078000	0.1973	1
chr2L	11014000	11080000	0.2050	1
chr2L	11014000	11082000	0.2165	1
chr2L	11014000	11084000	0.2049	1
chr2L	11014000	11086000	0.1636	1
chr2L	11014000	11088000	0.1733	1
chr2L	11014000	11090000	0.1667	1
chr2L	11014000	11092000	0.1059	1
chr2L	11016000	11026000	0.6374	1
chr2L	11016000	11028000	0.5488	1
chr2L	11016000	11030000	0.4809	1
chr2L	11016000	11032000	0.4756	1
chr2L	11016000	11034000	0.5053	1
chr2L	11016000	11036000	0.4240	1
chr2L	11016000	11038000	0.3448	1
chr2L	11016000	11040000	0.2812	1
chr2L	11016000	11042000	0.2759	1
chr2L	11016000	11046000	0.2306	1
chr2L	11016000	11048000	0.2303	1
chr2L	11016000	11050000	0.2127	1
chr2L	11016000	11054000	0.1809	1
chr2L	11016000	11058000	0.1918	1
chr2L	11016000	11060000	0.1867	1
chr2L	11016000	11062000	0.1930	1
chr2L	11016000	11064000	0.2009	1
chr2L	11016000	11066000	0.1776	1
chr2L	11016000	11068000	0.2090	1
chr2L	11016000	11070000	0.2403	1
chr2L	11016000	11072000	0.2401	1
chr2L	11016000	11074000	0.2441	1
chr2L	11016000	11076000	0.2502	1
chr2L	11016000	11078000	0.2196	1
chr2L	11016000	11080000	0.2164	1
chr2L	11016000	11082000	0.1892	1
chr2L	11016000	11084000	0.1973	1
chr2L	11016000	11086000	0.1878	1
chr2L	11016000	11088000	0.1889	1
chr2L	11016000	11090000	0.1726	1
chr2L	11016000	11220000	0.0320	1
chr2L	11016000	11598000	0.0143	1
chr2L	11016000	11880000	0.0112	1
chr2L	11018000	11026000	0.6071	1
chr2L	11018000	11028000	0.5740	1
chr2L	11018000	11030000	0.5101	1
chr2L	11018000	11032000	0.4877	1
chr2L	11018000	11034000	0.4354	1
chr2L	11018000	11036000	0.4318	1
chr2L	11018000	11038000	0.3742	1
chr2L	11018000	11040000	0.2639	1
chr2L	11018000	11042000	0.2600	1
chr2L	11018000	11046000	0.2332	1
chr2L	11018000	11048000	0.2577	1
chr2L	11018000	11050000	0.2499	1
chr2L	11018000	11052000	0.2368	1
chr2L	11018000	11054000	0.2101	1
chr2L	11018000	11058000	0.2109	1
chr2L	11018000	11060000	0.2409	1
chr2L	11018000	11062000	0.1791	1
chr2L	11018000	11064000	0.1785	1
chr2L	11018000	11066000	0.1739	1
chr2L	11018000	11068000	0.1985	1
chr2L	11018000	11070000	0.2537	1
chr2L	11018000	11072000	0.2195	1
chr2L	11018000	11074000	0.2866	1
chr2L	11018000	11076000	0.2230	1
chr2L	11018000	11078000	0.2110	1
chr2L	11018000	11080000	0.2367	1
chr2L	11018000	11082000	0.2334	1
chr2L	11018000	11084000	0.2183	1
chr2L	11018000	11086000	0.2140	1
chr2L	11018000	11088000	0.1753	1
chr2L	11018000	11090000	0.1654	1
